# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:25:22 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03068800 SHAVERS FORK BELOW BOWDEN, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03068800
#            TS   parameter     Description
#        160523       00060     Discharge, cubic feet per second
#        160524       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160523_00060	160523_00060_cd
USGS	03068800	2019-06-28 01:45	EDT	244	A
USGS	03068800	2019-06-28 02:00	EDT	244	A
USGS	03068800	2019-06-28 02:15	EDT	241	A
USGS	03068800	2019-06-28 02:30	EDT	241	A
USGS	03068800	2019-06-28 02:45	EDT	241	A
USGS	03068800	2019-06-28 03:00	EDT	241	A
USGS	03068800	2019-06-28 03:15	EDT	241	A
USGS	03068800	2019-06-28 03:30	EDT	238	A
USGS	03068800	2019-06-28 03:45	EDT	238	A
USGS	03068800	2019-06-28 04:00	EDT	238	A
USGS	03068800	2019-06-28 04:15	EDT	238	A
USGS	03068800	2019-06-28 04:30	EDT	238	A
USGS	03068800	2019-06-28 04:45	EDT	235	A
USGS	03068800	2019-06-28 05:00	EDT	235	A
USGS	03068800	2019-06-28 05:15	EDT	232	A
USGS	03068800	2019-06-28 05:30	EDT	232	A
USGS	03068800	2019-06-28 05:45	EDT	232	A
USGS	03068800	2019-06-28 06:00	EDT	232	A
USGS	03068800	2019-06-28 06:15	EDT	232	A
USGS	03068800	2019-06-28 06:30	EDT	232	A
USGS	03068800	2019-06-28 06:45	EDT	229	A
USGS	03068800	2019-06-28 07:00	EDT	229	A
USGS	03068800	2019-06-28 07:15	EDT	229	A
USGS	03068800	2019-06-28 07:30	EDT	229	A
USGS	03068800	2019-06-28 07:45	EDT	229	A
USGS	03068800	2019-06-28 08:00	EDT	229	A
USGS	03068800	2019-06-28 08:15	EDT	229	A
USGS	03068800	2019-06-28 08:30	EDT	227	A
USGS	03068800	2019-06-28 08:45	EDT	227	A
USGS	03068800	2019-06-28 09:00	EDT	227	A
USGS	03068800	2019-06-28 09:15	EDT	227	A
USGS	03068800	2019-06-28 09:30	EDT	227	A
USGS	03068800	2019-06-28 09:45	EDT	224	A
USGS	03068800	2019-06-28 10:00	EDT	227	A
USGS	03068800	2019-06-28 10:15	EDT	224	A
USGS	03068800	2019-06-28 10:30	EDT	224	A
USGS	03068800	2019-06-28 10:45	EDT	224	A
USGS	03068800	2019-06-28 11:00	EDT	224	A
USGS	03068800	2019-06-28 11:15	EDT	221	A
USGS	03068800	2019-06-28 11:30	EDT	224	A
USGS	03068800	2019-06-28 11:45	EDT	221	A
USGS	03068800	2019-06-28 12:00	EDT	221	A
USGS	03068800	2019-06-28 12:15	EDT	221	A
USGS	03068800	2019-06-28 12:30	EDT	221	A
USGS	03068800	2019-06-28 12:45	EDT	221	A
USGS	03068800	2019-06-28 13:00	EDT	221	A
USGS	03068800	2019-06-28 13:15	EDT	218	A
USGS	03068800	2019-06-28 13:30	EDT	218	A
USGS	03068800	2019-06-28 13:45	EDT	218	A
USGS	03068800	2019-06-28 14:00	EDT	218	A
USGS	03068800	2019-06-28 14:15	EDT	218	A
USGS	03068800	2019-06-28 14:30	EDT	218	A
USGS	03068800	2019-06-28 14:45	EDT	218	A
USGS	03068800	2019-06-28 15:00	EDT	218	A
USGS	03068800	2019-06-28 15:15	EDT	215	A
USGS	03068800	2019-06-28 15:30	EDT	215	A
USGS	03068800	2019-06-28 15:45	EDT	215	A
USGS	03068800	2019-06-28 16:00	EDT	215	A
USGS	03068800	2019-06-28 16:15	EDT	212	A
USGS	03068800	2019-06-28 16:30	EDT	212	A
USGS	03068800	2019-06-28 16:45	EDT	212	A
USGS	03068800	2019-06-28 17:00	EDT	212	A
USGS	03068800	2019-06-28 17:15	EDT	209	A
USGS	03068800	2019-06-28 17:30	EDT	209	A
USGS	03068800	2019-06-28 17:45	EDT	209	A
USGS	03068800	2019-06-28 18:00	EDT	209	A
USGS	03068800	2019-06-28 18:15	EDT	207	A
USGS	03068800	2019-06-28 18:30	EDT	207	A
USGS	03068800	2019-06-28 18:45	EDT	204	A
USGS	03068800	2019-06-28 19:00	EDT	207	A
USGS	03068800	2019-06-28 19:15	EDT	204	A
USGS	03068800	2019-06-28 19:30	EDT	201	A
USGS	03068800	2019-06-28 19:45	EDT	201	A
USGS	03068800	2019-06-28 20:00	EDT	201	A
USGS	03068800	2019-06-28 20:15	EDT	201	A
USGS	03068800	2019-06-28 20:30	EDT	201	A
USGS	03068800	2019-06-28 20:45	EDT	201	A
USGS	03068800	2019-06-28 21:00	EDT	198	A
USGS	03068800	2019-06-28 21:15	EDT	198	A
USGS	03068800	2019-06-28 21:30	EDT	198	A
USGS	03068800	2019-06-28 21:45	EDT	198	A
USGS	03068800	2019-06-28 22:00	EDT	196	A
USGS	03068800	2019-06-28 22:15	EDT	196	A
USGS	03068800	2019-06-28 22:30	EDT	196	A
USGS	03068800	2019-06-28 22:45	EDT	196	A
USGS	03068800	2019-06-28 23:00	EDT	193	A
USGS	03068800	2019-06-28 23:15	EDT	193	A
USGS	03068800	2019-06-28 23:30	EDT	193	A
USGS	03068800	2019-06-28 23:45	EDT	193	A
USGS	03068800	2019-06-29 00:00	EDT	190	A
USGS	03068800	2019-06-29 00:15	EDT	190	A
USGS	03068800	2019-06-29 00:30	EDT	190	A
USGS	03068800	2019-06-29 00:45	EDT	190	A
USGS	03068800	2019-06-29 01:00	EDT	188	A
USGS	03068800	2019-06-29 01:15	EDT	188	A
USGS	03068800	2019-06-29 01:30	EDT	188	A
USGS	03068800	2019-06-29 01:45	EDT	185	A
USGS	03068800	2019-06-29 02:00	EDT	188	A
USGS	03068800	2019-06-29 02:15	EDT	185	A
USGS	03068800	2019-06-29 02:30	EDT	185	A
USGS	03068800	2019-06-29 02:45	EDT	185	A
USGS	03068800	2019-06-29 03:00	EDT	183	A
USGS	03068800	2019-06-29 03:15	EDT	185	A
USGS	03068800	2019-06-29 03:30	EDT	185	A
USGS	03068800	2019-06-29 03:45	EDT	183	A
USGS	03068800	2019-06-29 04:00	EDT	183	A
USGS	03068800	2019-06-29 04:15	EDT	180	A
USGS	03068800	2019-06-29 04:30	EDT	183	A
USGS	03068800	2019-06-29 04:45	EDT	183	A
USGS	03068800	2019-06-29 05:00	EDT	180	A
USGS	03068800	2019-06-29 05:15	EDT	180	A
USGS	03068800	2019-06-29 05:30	EDT	180	A
USGS	03068800	2019-06-29 05:45	EDT	178	A
USGS	03068800	2019-06-29 06:00	EDT	178	A
USGS	03068800	2019-06-29 06:15	EDT	180	A
USGS	03068800	2019-06-29 06:30	EDT	178	A
USGS	03068800	2019-06-29 06:45	EDT	178	A
USGS	03068800	2019-06-29 07:00	EDT	178	A
USGS	03068800	2019-06-29 07:15	EDT	178	A
USGS	03068800	2019-06-29 07:30	EDT	178	A
USGS	03068800	2019-06-29 07:45	EDT	178	A
USGS	03068800	2019-06-29 08:00	EDT	178	A
USGS	03068800	2019-06-29 08:15	EDT	175	A
USGS	03068800	2019-06-29 08:30	EDT	175	A
USGS	03068800	2019-06-29 08:45	EDT	175	A
USGS	03068800	2019-06-29 09:00	EDT	175	A
USGS	03068800	2019-06-29 09:15	EDT	173	A
USGS	03068800	2019-06-29 09:30	EDT	175	A
USGS	03068800	2019-06-29 09:45	EDT	173	A
USGS	03068800	2019-06-29 10:00	EDT	173	A
USGS	03068800	2019-06-29 10:15	EDT	173	A
USGS	03068800	2019-06-29 10:30	EDT	173	A
USGS	03068800	2019-06-29 10:45	EDT	170	A
USGS	03068800	2019-06-29 11:00	EDT	173	A
USGS	03068800	2019-06-29 11:15	EDT	173	A
USGS	03068800	2019-06-29 11:30	EDT	170	A
USGS	03068800	2019-06-29 11:45	EDT	173	A
USGS	03068800	2019-06-29 12:00	EDT	173	A
USGS	03068800	2019-06-29 12:15	EDT	173	A
USGS	03068800	2019-06-29 12:30	EDT	173	A
USGS	03068800	2019-06-29 12:45	EDT	170	A
USGS	03068800	2019-06-29 13:00	EDT	173	A
USGS	03068800	2019-06-29 13:15	EDT	170	A
USGS	03068800	2019-06-29 13:30	EDT	170	A
USGS	03068800	2019-06-29 13:45	EDT	170	A
USGS	03068800	2019-06-29 14:00	EDT	170	A
USGS	03068800	2019-06-29 14:15	EDT	170	A
USGS	03068800	2019-06-29 14:30	EDT	170	A
USGS	03068800	2019-06-29 14:45	EDT	170	A
USGS	03068800	2019-06-29 15:00	EDT	168	A
USGS	03068800	2019-06-29 15:15	EDT	170	A
USGS	03068800	2019-06-29 15:30	EDT	168	A
USGS	03068800	2019-06-29 15:45	EDT	168	A
USGS	03068800	2019-06-29 16:00	EDT	168	A
USGS	03068800	2019-06-29 16:15	EDT	168	A
USGS	03068800	2019-06-29 16:30	EDT	168	A
USGS	03068800	2019-06-29 16:45	EDT	165	A
USGS	03068800	2019-06-29 17:00	EDT	168	A
USGS	03068800	2019-06-29 17:15	EDT	168	A
USGS	03068800	2019-06-29 17:30	EDT	168	A
USGS	03068800	2019-06-29 17:45	EDT	170	A
USGS	03068800	2019-06-29 18:00	EDT	170	A
USGS	03068800	2019-06-29 18:15	EDT	170	A
USGS	03068800	2019-06-29 18:30	EDT	173	A
USGS	03068800	2019-06-29 18:45	EDT	178	A
USGS	03068800	2019-06-29 19:00	EDT	188	A
USGS	03068800	2019-06-29 19:15	EDT	198	A
USGS	03068800	2019-06-29 19:30	EDT	204	A
USGS	03068800	2019-06-29 19:45	EDT	209	A
USGS	03068800	2019-06-29 20:00	EDT	218	A
USGS	03068800	2019-06-29 20:15	EDT	232	A
USGS	03068800	2019-06-29 20:30	EDT	238	A
USGS	03068800	2019-06-29 20:45	EDT	235	A
USGS	03068800	2019-06-29 21:00	EDT	232	A
USGS	03068800	2019-06-29 21:15	EDT	227	A
USGS	03068800	2019-06-29 21:30	EDT	221	A
USGS	03068800	2019-06-29 21:45	EDT	215	A
USGS	03068800	2019-06-29 22:00	EDT	212	A
USGS	03068800	2019-06-29 22:15	EDT	207	A
USGS	03068800	2019-06-29 22:30	EDT	204	A
USGS	03068800	2019-06-29 22:45	EDT	201	A
USGS	03068800	2019-06-29 23:00	EDT	198	A
USGS	03068800	2019-06-29 23:15	EDT	196	A
USGS	03068800	2019-06-29 23:30	EDT	193	A
USGS	03068800	2019-06-29 23:45	EDT	190	A
USGS	03068800	2019-06-30 00:00	EDT	190	A
USGS	03068800	2019-06-30 00:15	EDT	188	A
USGS	03068800	2019-06-30 00:30	EDT	185	A
USGS	03068800	2019-06-30 00:45	EDT	185	A
USGS	03068800	2019-06-30 01:00	EDT	183	A
USGS	03068800	2019-06-30 01:15	EDT	180	A
USGS	03068800	2019-06-30 01:30	EDT	180	A
USGS	03068800	2019-06-30 01:45	EDT	178	A
USGS	03068800	2019-06-30 02:00	EDT	178	A
USGS	03068800	2019-06-30 02:15	EDT	178	A
USGS	03068800	2019-06-30 02:30	EDT	175	A
USGS	03068800	2019-06-30 02:45	EDT	175	A
USGS	03068800	2019-06-30 03:00	EDT	175	A
USGS	03068800	2019-06-30 03:15	EDT	175	A
USGS	03068800	2019-06-30 03:30	EDT	175	A
USGS	03068800	2019-06-30 03:45	EDT	175	A
USGS	03068800	2019-06-30 04:00	EDT	180	A
USGS	03068800	2019-06-30 04:15	EDT	180	A
USGS	03068800	2019-06-30 04:30	EDT	180	A
USGS	03068800	2019-06-30 04:45	EDT	183	A
USGS	03068800	2019-06-30 05:00	EDT	183	A
USGS	03068800	2019-06-30 05:15	EDT	183	A
USGS	03068800	2019-06-30 05:30	EDT	188	A
USGS	03068800	2019-06-30 05:45	EDT	193	A
USGS	03068800	2019-06-30 06:00	EDT	198	A
USGS	03068800	2019-06-30 06:15	EDT	218	A
USGS	03068800	2019-06-30 06:30	EDT	254	A
USGS	03068800	2019-06-30 06:45	EDT	287	A
USGS	03068800	2019-06-30 07:00	EDT	297	A
USGS	03068800	2019-06-30 07:15	EDT	301	A
USGS	03068800	2019-06-30 07:30	EDT	297	A
USGS	03068800	2019-06-30 07:45	EDT	290	A
USGS	03068800	2019-06-30 08:00	EDT	283	A
USGS	03068800	2019-06-30 08:15	EDT	273	A
USGS	03068800	2019-06-30 08:30	EDT	267	A
USGS	03068800	2019-06-30 08:45	EDT	263	A
USGS	03068800	2019-06-30 09:00	EDT	257	A
USGS	03068800	2019-06-30 09:15	EDT	254	A
USGS	03068800	2019-06-30 09:30	EDT	247	A
USGS	03068800	2019-06-30 09:45	EDT	247	A
USGS	03068800	2019-06-30 10:00	EDT	241	A
USGS	03068800	2019-06-30 10:15	EDT	238	A
USGS	03068800	2019-06-30 10:30	EDT	238	A
USGS	03068800	2019-06-30 10:45	EDT	235	A
USGS	03068800	2019-06-30 11:00	EDT	232	A
USGS	03068800	2019-06-30 11:15	EDT	229	A
USGS	03068800	2019-06-30 11:30	EDT	227	A
USGS	03068800	2019-06-30 11:45	EDT	227	A
USGS	03068800	2019-06-30 12:00	EDT	227	A
USGS	03068800	2019-06-30 12:15	EDT	227	A
USGS	03068800	2019-06-30 12:30	EDT	227	A
USGS	03068800	2019-06-30 12:45	EDT	227	A
USGS	03068800	2019-06-30 13:00	EDT	224	A
USGS	03068800	2019-06-30 13:15	EDT	224	A
USGS	03068800	2019-06-30 13:30	EDT	227	A
USGS	03068800	2019-06-30 13:45	EDT	224	A
USGS	03068800	2019-06-30 14:00	EDT	221	A
USGS	03068800	2019-06-30 14:15	EDT	221	A
USGS	03068800	2019-06-30 14:30	EDT	221	A
USGS	03068800	2019-06-30 14:45	EDT	218	A
USGS	03068800	2019-06-30 15:00	EDT	218	A
USGS	03068800	2019-06-30 15:15	EDT	215	A
USGS	03068800	2019-06-30 15:30	EDT	215	A
USGS	03068800	2019-06-30 15:45	EDT	212	A
USGS	03068800	2019-06-30 16:00	EDT	212	A
USGS	03068800	2019-06-30 16:15	EDT	209	A
USGS	03068800	2019-06-30 16:30	EDT	209	A
USGS	03068800	2019-06-30 16:45	EDT	207	A
USGS	03068800	2019-06-30 17:00	EDT	207	A
USGS	03068800	2019-06-30 17:15	EDT	204	A
USGS	03068800	2019-06-30 17:30	EDT	204	A
USGS	03068800	2019-06-30 17:45	EDT	201	A
USGS	03068800	2019-06-30 18:00	EDT	201	A
USGS	03068800	2019-06-30 18:15	EDT	198	A
USGS	03068800	2019-06-30 18:30	EDT	198	A
USGS	03068800	2019-06-30 18:45	EDT	196	A
USGS	03068800	2019-06-30 19:00	EDT	196	A
USGS	03068800	2019-06-30 19:15	EDT	196	A
USGS	03068800	2019-06-30 19:30	EDT	193	A
USGS	03068800	2019-06-30 19:45	EDT	193	A
USGS	03068800	2019-06-30 20:00	EDT	193	A
USGS	03068800	2019-06-30 20:15	EDT	193	A
USGS	03068800	2019-06-30 20:30	EDT	190	A
USGS	03068800	2019-06-30 20:45	EDT	188	A
USGS	03068800	2019-06-30 21:00	EDT	188	A
USGS	03068800	2019-06-30 21:15	EDT	188	A
USGS	03068800	2019-06-30 21:30	EDT	185	A
USGS	03068800	2019-06-30 21:45	EDT	185	A
USGS	03068800	2019-06-30 22:00	EDT	185	A
USGS	03068800	2019-06-30 22:15	EDT	185	A
USGS	03068800	2019-06-30 22:30	EDT	185	A
USGS	03068800	2019-06-30 22:45	EDT	183	A
USGS	03068800	2019-06-30 23:00	EDT	180	A
USGS	03068800	2019-06-30 23:15	EDT	183	A
USGS	03068800	2019-06-30 23:30	EDT	180	A
USGS	03068800	2019-06-30 23:45	EDT	180	A
USGS	03068800	2019-07-01 00:00	EDT	180	A
USGS	03068800	2019-07-01 00:15	EDT	180	A
USGS	03068800	2019-07-01 00:30	EDT	178	A
USGS	03068800	2019-07-01 00:45	EDT	178	A
USGS	03068800	2019-07-01 01:00	EDT	178	A
USGS	03068800	2019-07-01 01:15	EDT	178	A
USGS	03068800	2019-07-01 01:30	EDT	175	A
USGS	03068800	2019-07-01 01:45	EDT	175	A
USGS	03068800	2019-07-01 02:00	EDT	175	A
USGS	03068800	2019-07-01 02:15	EDT	173	A
USGS	03068800	2019-07-01 02:30	EDT	173	A
USGS	03068800	2019-07-01 02:45	EDT	175	A
USGS	03068800	2019-07-01 03:00	EDT	173	A
USGS	03068800	2019-07-01 03:15	EDT	173	A
USGS	03068800	2019-07-01 03:30	EDT	173	A
USGS	03068800	2019-07-01 03:45	EDT	170	A
USGS	03068800	2019-07-01 04:00	EDT	173	A
USGS	03068800	2019-07-01 04:15	EDT	170	A
USGS	03068800	2019-07-01 04:30	EDT	170	A
USGS	03068800	2019-07-01 04:45	EDT	170	A
USGS	03068800	2019-07-01 05:00	EDT	168	A
USGS	03068800	2019-07-01 05:15	EDT	168	A
USGS	03068800	2019-07-01 05:30	EDT	170	A
USGS	03068800	2019-07-01 05:45	EDT	168	A
USGS	03068800	2019-07-01 06:00	EDT	168	A
USGS	03068800	2019-07-01 06:15	EDT	168	A
USGS	03068800	2019-07-01 06:30	EDT	165	A
USGS	03068800	2019-07-01 06:45	EDT	168	A
USGS	03068800	2019-07-01 07:00	EDT	168	A
USGS	03068800	2019-07-01 07:15	EDT	165	A
USGS	03068800	2019-07-01 07:30	EDT	165	A
USGS	03068800	2019-07-01 07:45	EDT	165	A
USGS	03068800	2019-07-01 08:00	EDT	165	A
USGS	03068800	2019-07-01 08:15	EDT	165	A
USGS	03068800	2019-07-01 08:30	EDT	163	A
USGS	03068800	2019-07-01 08:45	EDT	165	A
USGS	03068800	2019-07-01 09:00	EDT	163	A
USGS	03068800	2019-07-01 09:15	EDT	163	A
USGS	03068800	2019-07-01 09:30	EDT	163	A
USGS	03068800	2019-07-01 09:45	EDT	163	A
USGS	03068800	2019-07-01 10:00	EDT	161	A
USGS	03068800	2019-07-01 10:15	EDT	161	A
USGS	03068800	2019-07-01 10:30	EDT	161	A
USGS	03068800	2019-07-01 10:45	EDT	161	A
USGS	03068800	2019-07-01 11:00	EDT	158	A
USGS	03068800	2019-07-01 11:15	EDT	161	A
USGS	03068800	2019-07-01 11:30	EDT	158	A
USGS	03068800	2019-07-01 11:45	EDT	158	A
USGS	03068800	2019-07-01 12:00	EDT	158	A
USGS	03068800	2019-07-01 12:15	EDT	158	A
USGS	03068800	2019-07-01 12:30	EDT	156	A
USGS	03068800	2019-07-01 12:45	EDT	158	A
USGS	03068800	2019-07-01 13:00	EDT	156	A
USGS	03068800	2019-07-01 13:15	EDT	156	A
USGS	03068800	2019-07-01 13:30	EDT	156	A
USGS	03068800	2019-07-01 13:45	EDT	156	A
USGS	03068800	2019-07-01 14:00	EDT	156	A
USGS	03068800	2019-07-01 14:15	EDT	156	A
USGS	03068800	2019-07-01 14:30	EDT	154	A
USGS	03068800	2019-07-01 14:45	EDT	154	A
USGS	03068800	2019-07-01 15:00	EDT	154	A
USGS	03068800	2019-07-01 15:15	EDT	151	A
USGS	03068800	2019-07-01 15:30	EDT	151	A
USGS	03068800	2019-07-01 15:45	EDT	154	A
USGS	03068800	2019-07-01 16:00	EDT	151	A
USGS	03068800	2019-07-01 16:15	EDT	149	A
USGS	03068800	2019-07-01 16:30	EDT	149	A
USGS	03068800	2019-07-01 16:45	EDT	151	A
USGS	03068800	2019-07-01 17:00	EDT	149	A
USGS	03068800	2019-07-01 17:15	EDT	149	A
USGS	03068800	2019-07-01 17:30	EDT	147	A
USGS	03068800	2019-07-01 17:45	EDT	149	A
USGS	03068800	2019-07-01 18:00	EDT	147	A
USGS	03068800	2019-07-01 18:15	EDT	147	A
USGS	03068800	2019-07-01 18:30	EDT	147	A
USGS	03068800	2019-07-01 18:45	EDT	147	A
USGS	03068800	2019-07-01 19:00	EDT	145	A
USGS	03068800	2019-07-01 19:15	EDT	145	A
USGS	03068800	2019-07-01 19:30	EDT	145	A
USGS	03068800	2019-07-01 19:45	EDT	145	A
USGS	03068800	2019-07-01 20:00	EDT	142	A
USGS	03068800	2019-07-01 20:15	EDT	142	A
USGS	03068800	2019-07-01 20:30	EDT	142	A
USGS	03068800	2019-07-01 20:45	EDT	142	A
USGS	03068800	2019-07-01 21:00	EDT	142	A
USGS	03068800	2019-07-01 21:15	EDT	142	A
USGS	03068800	2019-07-01 21:30	EDT	140	A
USGS	03068800	2019-07-01 21:45	EDT	142	A
USGS	03068800	2019-07-01 22:00	EDT	140	A
USGS	03068800	2019-07-01 22:15	EDT	140	A
USGS	03068800	2019-07-01 22:30	EDT	140	A
USGS	03068800	2019-07-01 22:45	EDT	140	A
USGS	03068800	2019-07-01 23:00	EDT	140	A
USGS	03068800	2019-07-01 23:15	EDT	138	A
USGS	03068800	2019-07-01 23:30	EDT	138	A
USGS	03068800	2019-07-01 23:45	EDT	138	A
