# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:27:24 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03069500 CHEAT RIVER NEAR PARSONS, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03069500
#            TS   parameter     Description
#        160528       00060     Discharge, cubic feet per second
#        160529       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160528_00060	160528_00060_cd	160529_00065	160529_00065_cd
USGS	03069500	2019-06-27 19:15	EDT	1680	A	4.78	A
USGS	03069500	2019-06-27 19:30	EDT	1670	A	4.77	A
USGS	03069500	2019-06-27 19:45	EDT	1670	A	4.77	A
USGS	03069500	2019-06-27 20:00	EDT	1660	A	4.76	A
USGS	03069500	2019-06-27 20:15	EDT	1640	A	4.74	A
USGS	03069500	2019-06-27 20:30	EDT	1640	A	4.74	A
USGS	03069500	2019-06-27 20:45	EDT	1630	A	4.73	A
USGS	03069500	2019-06-27 21:00	EDT	1630	A	4.73	A
USGS	03069500	2019-06-27 21:15	EDT	1620	A	4.72	A
USGS	03069500	2019-06-27 21:30	EDT	1610	A	4.71	A
USGS	03069500	2019-06-27 21:45	EDT	1600	A	4.70	A
USGS	03069500	2019-06-27 22:00	EDT	1590	A	4.69	A
USGS	03069500	2019-06-27 22:15	EDT	1590	A	4.69	A
USGS	03069500	2019-06-27 22:30	EDT	1580	A	4.68	A
USGS	03069500	2019-06-27 22:45	EDT	1570	A	4.67	A
USGS	03069500	2019-06-27 23:00	EDT	1570	A	4.66	A
USGS	03069500	2019-06-27 23:15	EDT	1560	A	4.65	A
USGS	03069500	2019-06-27 23:30	EDT	1560	A	4.65	A
USGS	03069500	2019-06-27 23:45	EDT	1550	A	4.64	A
USGS	03069500	2019-06-28 00:00	EDT	1550	A	4.64	A
USGS	03069500	2019-06-28 00:15	EDT	1540	A	4.63	A
USGS	03069500	2019-06-28 00:30	EDT	1530	A	4.62	A
USGS	03069500	2019-06-28 00:45	EDT	1520	A	4.61	A
USGS	03069500	2019-06-28 01:00	EDT	1520	A	4.61	A
USGS	03069500	2019-06-28 01:15	EDT	1510	A	4.60	A
USGS	03069500	2019-06-28 01:30	EDT	1500	A	4.59	A
USGS	03069500	2019-06-28 01:45	EDT	1490	A	4.58	A
USGS	03069500	2019-06-28 02:00	EDT	1490	A	4.58	A
USGS	03069500	2019-06-28 02:15	EDT	1490	A	4.58	A
USGS	03069500	2019-06-28 02:30	EDT	1470	A	4.56	A
USGS	03069500	2019-06-28 02:45	EDT	1460	A	4.55	A
USGS	03069500	2019-06-28 03:00	EDT	1450	A	4.54	A
USGS	03069500	2019-06-28 03:15	EDT	1460	A	4.55	A
USGS	03069500	2019-06-28 03:30	EDT	1440	A	4.53	A
USGS	03069500	2019-06-28 03:45	EDT	1440	A	4.53	A
USGS	03069500	2019-06-28 04:00	EDT	1440	A	4.52	A
USGS	03069500	2019-06-28 04:15	EDT	1440	A	4.52	A
USGS	03069500	2019-06-28 04:30	EDT	1430	A	4.51	A
USGS	03069500	2019-06-28 04:45	EDT	1420	A	4.50	A
USGS	03069500	2019-06-28 05:00	EDT	1420	A	4.50	A
USGS	03069500	2019-06-28 05:15	EDT	1410	A	4.49	A
USGS	03069500	2019-06-28 05:30	EDT	1400	A	4.48	A
USGS	03069500	2019-06-28 05:45	EDT	1390	A	4.47	A
USGS	03069500	2019-06-28 06:00	EDT	1390	A	4.47	A
USGS	03069500	2019-06-28 06:15	EDT	1390	A	4.47	A
USGS	03069500	2019-06-28 06:30	EDT	1380	A	4.46	A
USGS	03069500	2019-06-28 06:45	EDT	1370	A	4.45	A
USGS	03069500	2019-06-28 07:00	EDT	1370	A	4.45	A
USGS	03069500	2019-06-28 07:15	EDT	1360	A	4.44	A
USGS	03069500	2019-06-28 07:30	EDT	1360	A	4.43	A
USGS	03069500	2019-06-28 07:45	EDT	1360	A	4.43	A
USGS	03069500	2019-06-28 08:00	EDT	1360	A	4.43	A
USGS	03069500	2019-06-28 08:15	EDT	1360	A	4.43	A
USGS	03069500	2019-06-28 08:30	EDT	1360	A	4.43	A
USGS	03069500	2019-06-28 08:45	EDT	1350	A	4.42	A
USGS	03069500	2019-06-28 09:00	EDT	1350	A	4.42	A
USGS	03069500	2019-06-28 09:15	EDT	1330	A	4.40	A
USGS	03069500	2019-06-28 09:30	EDT	1340	A	4.41	A
USGS	03069500	2019-06-28 09:45	EDT	1330	A	4.40	A
USGS	03069500	2019-06-28 10:00	EDT	1320	A	4.39	A
USGS	03069500	2019-06-28 10:15	EDT	1320	A	4.39	A
USGS	03069500	2019-06-28 10:30	EDT	1310	A	4.38	A
USGS	03069500	2019-06-28 10:45	EDT	1300	A	4.37	A
USGS	03069500	2019-06-28 11:00	EDT	1300	A	4.37	A
USGS	03069500	2019-06-28 11:15	EDT	1300	A	4.36	A
USGS	03069500	2019-06-28 11:30	EDT	1300	A	4.36	A
USGS	03069500	2019-06-28 11:45	EDT	1290	A	4.35	A
USGS	03069500	2019-06-28 12:00	EDT	1290	A	4.35	A
USGS	03069500	2019-06-28 12:15	EDT	1280	A	4.34	A
USGS	03069500	2019-06-28 12:30	EDT	1280	A	4.34	A
USGS	03069500	2019-06-28 12:45	EDT	1270	A	4.33	A
USGS	03069500	2019-06-28 13:00	EDT	1270	A	4.33	A
USGS	03069500	2019-06-28 13:15	EDT	1260	A	4.32	A
USGS	03069500	2019-06-28 13:30	EDT	1260	A	4.32	A
USGS	03069500	2019-06-28 13:45	EDT	1260	A	4.32	A
USGS	03069500	2019-06-28 14:00	EDT	1250	A	4.31	A
USGS	03069500	2019-06-28 14:15	EDT	1250	A	4.31	A
USGS	03069500	2019-06-28 14:30	EDT	1250	A	4.30	A
USGS	03069500	2019-06-28 14:45	EDT	1250	A	4.30	A
USGS	03069500	2019-06-28 15:00	EDT	1250	A	4.30	A
USGS	03069500	2019-06-28 15:15	EDT	1240	A	4.29	A
USGS	03069500	2019-06-28 15:30	EDT	1240	A	4.29	A
USGS	03069500	2019-06-28 15:45	EDT	1230	A	4.28	A
USGS	03069500	2019-06-28 16:00	EDT	1230	A	4.28	A
USGS	03069500	2019-06-28 16:15	EDT	1230	A	4.28	A
USGS	03069500	2019-06-28 16:30	EDT	1220	A	4.27	A
USGS	03069500	2019-06-28 16:45	EDT	1210	A	4.26	A
USGS	03069500	2019-06-28 17:00	EDT	1210	A	4.26	A
USGS	03069500	2019-06-28 17:15	EDT	1210	A	4.26	A
USGS	03069500	2019-06-28 17:30	EDT	1200	A	4.25	A
USGS	03069500	2019-06-28 17:45	EDT	1200	A	4.25	A
USGS	03069500	2019-06-28 18:00	EDT	1200	A	4.24	A
USGS	03069500	2019-06-28 18:15	EDT	1200	A	4.24	A
USGS	03069500	2019-06-28 18:30	EDT	1200	A	4.24	A
USGS	03069500	2019-06-28 18:45	EDT	1190	A	4.23	A
USGS	03069500	2019-06-28 19:00	EDT	1190	A	4.23	A
USGS	03069500	2019-06-28 19:15	EDT	1180	A	4.22	A
USGS	03069500	2019-06-28 19:30	EDT	1180	A	4.22	A
USGS	03069500	2019-06-28 19:45	EDT	1170	A	4.21	A
USGS	03069500	2019-06-28 20:00	EDT	1160	A	4.20	A
USGS	03069500	2019-06-28 20:15	EDT	1160	A	4.20	A
USGS	03069500	2019-06-28 20:30	EDT	1160	A	4.19	A
USGS	03069500	2019-06-28 20:45	EDT	1160	A	4.19	A
USGS	03069500	2019-06-28 21:00	EDT	1160	A	4.19	A
USGS	03069500	2019-06-28 21:15	EDT	1150	A	4.18	A
USGS	03069500	2019-06-28 21:30	EDT	1150	A	4.18	A
USGS	03069500	2019-06-28 21:45	EDT	1140	A	4.17	A
USGS	03069500	2019-06-28 22:00	EDT	1140	A	4.17	A
USGS	03069500	2019-06-28 22:15	EDT	1130	A	4.16	A
USGS	03069500	2019-06-28 22:30	EDT	1130	A	4.16	A
USGS	03069500	2019-06-28 22:45	EDT	1120	A	4.15	A
USGS	03069500	2019-06-28 23:00	EDT	1120	A	4.14	A
USGS	03069500	2019-06-28 23:15	EDT	1120	A	4.15	A
USGS	03069500	2019-06-28 23:30	EDT	1120	A	4.14	A
USGS	03069500	2019-06-28 23:45	EDT	1110	A	4.13	A
USGS	03069500	2019-06-29 00:00	EDT	1110	A	4.13	A
USGS	03069500	2019-06-29 00:15	EDT	1120	A	4.14	A
USGS	03069500	2019-06-29 00:30	EDT	1110	A	4.13	A
USGS	03069500	2019-06-29 00:45	EDT	1100	A	4.12	A
USGS	03069500	2019-06-29 01:00	EDT	1090	A	4.11	A
USGS	03069500	2019-06-29 01:15	EDT	1090	A	4.11	A
USGS	03069500	2019-06-29 01:30	EDT	1080	A	4.10	A
USGS	03069500	2019-06-29 01:45	EDT	1080	A	4.10	A
USGS	03069500	2019-06-29 02:00	EDT	1080	A	4.10	A
USGS	03069500	2019-06-29 02:15	EDT	1080	A	4.09	A
USGS	03069500	2019-06-29 02:30	EDT	1080	A	4.09	A
USGS	03069500	2019-06-29 02:45	EDT	1070	A	4.08	A
USGS	03069500	2019-06-29 03:00	EDT	1070	A	4.08	A
USGS	03069500	2019-06-29 03:15	EDT	1070	A	4.08	A
USGS	03069500	2019-06-29 03:30	EDT	1060	A	4.07	A
USGS	03069500	2019-06-29 03:45	EDT	1060	A	4.07	A
USGS	03069500	2019-06-29 04:00	EDT	1050	A	4.06	A
USGS	03069500	2019-06-29 04:15	EDT	1050	A	4.06	A
USGS	03069500	2019-06-29 04:30	EDT	1050	A	4.05	A
USGS	03069500	2019-06-29 04:45	EDT	1050	A	4.05	A
USGS	03069500	2019-06-29 05:00	EDT	1040	A	4.04	A
USGS	03069500	2019-06-29 05:15	EDT	1040	A	4.04	A
USGS	03069500	2019-06-29 05:30	EDT	1040	A	4.04	A
USGS	03069500	2019-06-29 05:45	EDT	1040	A	4.04	A
USGS	03069500	2019-06-29 06:00	EDT	1030	A	4.03	A
USGS	03069500	2019-06-29 06:15	EDT	1020	A	4.02	A
USGS	03069500	2019-06-29 06:30	EDT	1030	A	4.03	A
USGS	03069500	2019-06-29 06:45	EDT	1020	A	4.02	A
USGS	03069500	2019-06-29 07:00	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 07:15	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 07:30	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 07:45	EDT	1010	A	4.00	A
USGS	03069500	2019-06-29 08:00	EDT	1010	A	4.00	A
USGS	03069500	2019-06-29 08:15	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 08:30	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 08:45	EDT	1020	A	4.01	A
USGS	03069500	2019-06-29 09:00	EDT	1010	A	4.00	A
USGS	03069500	2019-06-29 09:15	EDT	1010	A	4.00	A
USGS	03069500	2019-06-29 09:30	EDT	1000	A	3.99	A
USGS	03069500	2019-06-29 09:45	EDT	994	A	3.98	A
USGS	03069500	2019-06-29 10:00	EDT	994	A	3.98	A
USGS	03069500	2019-06-29 10:15	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 10:30	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 10:45	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 11:00	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 11:15	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 11:30	EDT	987	A	3.97	A
USGS	03069500	2019-06-29 11:45	EDT	979	A	3.96	A
USGS	03069500	2019-06-29 12:00	EDT	979	A	3.96	A
USGS	03069500	2019-06-29 12:15	EDT	972	A	3.95	A
USGS	03069500	2019-06-29 12:30	EDT	965	A	3.94	A
USGS	03069500	2019-06-29 12:45	EDT	965	A	3.94	A
USGS	03069500	2019-06-29 13:00	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 13:15	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 13:30	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 13:45	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 14:00	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 14:15	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 14:30	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 14:45	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 15:00	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 15:15	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 15:30	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 15:45	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 16:00	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 16:15	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 16:30	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 16:45	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 17:00	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 17:15	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 17:30	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 17:45	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 18:00	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 18:15	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 18:30	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 18:45	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 19:00	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 19:15	EDT	950	A	3.92	A
USGS	03069500	2019-06-29 19:30	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 19:45	EDT	965	A	3.94	A
USGS	03069500	2019-06-29 20:00	EDT	965	A	3.94	A
USGS	03069500	2019-06-29 20:15	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 20:30	EDT	958	A	3.93	A
USGS	03069500	2019-06-29 20:45	EDT	943	A	3.91	A
USGS	03069500	2019-06-29 21:00	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 21:15	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 21:30	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 21:45	EDT	936	A	3.90	A
USGS	03069500	2019-06-29 22:00	EDT	929	A	3.89	A
USGS	03069500	2019-06-29 22:15	EDT	922	A	3.88	A
USGS	03069500	2019-06-29 22:30	EDT	922	A	3.88	A
USGS	03069500	2019-06-29 22:45	EDT	922	A	3.88	A
USGS	03069500	2019-06-29 23:00	EDT	915	A	3.87	A
USGS	03069500	2019-06-29 23:15	EDT	915	A	3.87	A
USGS	03069500	2019-06-29 23:30	EDT	915	A	3.87	A
USGS	03069500	2019-06-29 23:45	EDT	915	A	3.87	A
USGS	03069500	2019-06-30 00:00	EDT	915	A	3.87	A
USGS	03069500	2019-06-30 00:15	EDT	915	A	3.87	A
USGS	03069500	2019-06-30 00:30	EDT	922	A	3.88	A
USGS	03069500	2019-06-30 00:45	EDT	929	A	3.89	A
USGS	03069500	2019-06-30 01:00	EDT	929	A	3.89	A
USGS	03069500	2019-06-30 01:15	EDT	936	A	3.90	A
USGS	03069500	2019-06-30 01:30	EDT	950	A	3.92	A
USGS	03069500	2019-06-30 01:45	EDT	958	A	3.93	A
USGS	03069500	2019-06-30 02:00	EDT	994	A	3.98	A
USGS	03069500	2019-06-30 02:15	EDT	1040	A	4.04	A
USGS	03069500	2019-06-30 02:30	EDT	1070	A	4.08	A
USGS	03069500	2019-06-30 02:45	EDT	1160	A	4.20	A
USGS	03069500	2019-06-30 03:00	EDT	1280	A	4.34	A
USGS	03069500	2019-06-30 03:15	EDT	1440	A	4.53	A
USGS	03069500	2019-06-30 03:30	EDT	1700	A	4.80	A
USGS	03069500	2019-06-30 03:45	EDT	2000	A	5.08	A
USGS	03069500	2019-06-30 04:00	EDT	2280	A	5.31	A
USGS	03069500	2019-06-30 04:15	EDT	2600	A	5.55	A
USGS	03069500	2019-06-30 04:30	EDT	2940	A	5.79	A
USGS	03069500	2019-06-30 04:45	EDT	3620	A	6.23	A
USGS	03069500	2019-06-30 05:00	EDT	9240	A	9.18	A
USGS	03069500	2019-06-30 05:15	EDT	17700	A	11.99	A
USGS	03069500	2019-06-30 05:30	EDT	23200	A	13.42	A
USGS	03069500	2019-06-30 05:45	EDT	26400	A	14.17	A
USGS	03069500	2019-06-30 06:00	EDT	29100	A	14.75	A
USGS	03069500	2019-06-30 06:15	EDT	30800	A	15.11	A
USGS	03069500	2019-06-30 06:30	EDT	32400	A	15.44	A
USGS	03069500	2019-06-30 06:45	EDT	34000	A	15.75	A
USGS	03069500	2019-06-30 07:00	EDT	35600	A	16.06	A
USGS	03069500	2019-06-30 07:15	EDT	37100	A	16.35	A
USGS	03069500	2019-06-30 07:30	EDT	38700	A	16.65	A
USGS	03069500	2019-06-30 07:45	EDT	40700	A	17.00	A
USGS	03069500	2019-06-30 08:00	EDT	42000	A	17.23	A
USGS	03069500	2019-06-30 08:15	EDT	43000	A	17.41	A
USGS	03069500	2019-06-30 08:30	EDT	44300	A	17.64	A
USGS	03069500	2019-06-30 08:45	EDT	44600	A	17.68	A
USGS	03069500	2019-06-30 09:00	EDT	44200	A	17.61	A
USGS	03069500	2019-06-30 09:15	EDT	42200	A	17.27	A
USGS	03069500	2019-06-30 09:30	EDT	40500	A	16.98	A
USGS	03069500	2019-06-30 09:45	EDT	38600	A	16.63	A
USGS	03069500	2019-06-30 10:00	EDT	36400	A	16.21	A
USGS	03069500	2019-06-30 10:15	EDT	34200	A	15.79	A
USGS	03069500	2019-06-30 10:30	EDT	32000	A	15.36	A
USGS	03069500	2019-06-30 10:45	EDT	30400	A	15.02	A
USGS	03069500	2019-06-30 11:00	EDT	28300	A	14.59	A
USGS	03069500	2019-06-30 11:15	EDT	27500	A	14.40	A
USGS	03069500	2019-06-30 11:30	EDT	25800	A	14.02	A
USGS	03069500	2019-06-30 11:45	EDT	24700	A	13.77	A
USGS	03069500	2019-06-30 12:00	EDT	23800	A	13.55	A
USGS	03069500	2019-06-30 12:15	EDT	22800	A	13.32	A
USGS	03069500	2019-06-30 12:30	EDT	21900	A	13.09	A
USGS	03069500	2019-06-30 12:45	EDT	21600	A	13.03	A
USGS	03069500	2019-06-30 13:00	EDT	21000	A	12.86	A
USGS	03069500	2019-06-30 13:15	EDT	20200	A	12.65	A
USGS	03069500	2019-06-30 13:30	EDT	19500	A	12.47	A
USGS	03069500	2019-06-30 13:45	EDT	19300	A	12.41	A
USGS	03069500	2019-06-30 14:00	EDT	18500	A	12.20	A
USGS	03069500	2019-06-30 14:15	EDT	18300	A	12.14	A
USGS	03069500	2019-06-30 14:30	EDT	17700	A	11.97	A
USGS	03069500	2019-06-30 14:45	EDT	17500	A	11.91	A
USGS	03069500	2019-06-30 15:00	EDT	17000	A	11.78	A
USGS	03069500	2019-06-30 15:15	EDT	16800	A	11.72	A
USGS	03069500	2019-06-30 15:30	EDT	16400	A	11.60	A
USGS	03069500	2019-06-30 15:45	EDT	16200	A	11.54	A
USGS	03069500	2019-06-30 16:00	EDT	15700	A	11.41	A
USGS	03069500	2019-06-30 16:15	EDT	15300	A	11.28	A
USGS	03069500	2019-06-30 16:30	EDT	15200	A	11.24	A
USGS	03069500	2019-06-30 16:45	EDT	15100	A	11.21	A
USGS	03069500	2019-06-30 17:00	EDT	14800	A	11.12	A
USGS	03069500	2019-06-30 17:15	EDT	14500	A	11.02	A
USGS	03069500	2019-06-30 17:30	EDT	14200	A	10.93	A
USGS	03069500	2019-06-30 17:45	EDT	14000	A	10.87	A
USGS	03069500	2019-06-30 18:00	EDT	13700	A	10.78	A
USGS	03069500	2019-06-30 18:15	EDT	13400	A	10.67	A
USGS	03069500	2019-06-30 18:30	EDT	13100	A	10.57	A
USGS	03069500	2019-06-30 18:45	EDT	12800	A	10.50	A
USGS	03069500	2019-06-30 19:00	EDT	12600	A	10.40	A
USGS	03069500	2019-06-30 19:15	EDT	12400	A	10.35	A
USGS	03069500	2019-06-30 19:30	EDT	12100	A	10.24	A
USGS	03069500	2019-06-30 19:45	EDT	11900	A	10.18	A
USGS	03069500	2019-06-30 20:00	EDT	11700	A	10.11	A
USGS	03069500	2019-06-30 20:15	EDT	11500	A	10.02	A
USGS	03069500	2019-06-30 20:30	EDT	11200	A	9.93	A
USGS	03069500	2019-06-30 20:45	EDT	11100	A	9.90	A
USGS	03069500	2019-06-30 21:00	EDT	10900	A	9.81	A
USGS	03069500	2019-06-30 21:15	EDT	10600	A	9.71	A
USGS	03069500	2019-06-30 21:30	EDT	10500	A	9.67	A
USGS	03069500	2019-06-30 21:45	EDT	10300	A	9.58	A
USGS	03069500	2019-06-30 22:00	EDT	9920	A	9.45	A
USGS	03069500	2019-06-30 22:15	EDT	9970	A	9.47	A
USGS	03069500	2019-06-30 22:30	EDT	9770	A	9.39	A
USGS	03069500	2019-06-30 22:45	EDT	9640	A	9.34	A
USGS	03069500	2019-06-30 23:00	EDT	9510	A	9.29	A
USGS	03069500	2019-06-30 23:15	EDT	9390	A	9.24	A
