# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:23:02 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03070260 CHEAT RIVER AT ALBRIGHT, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03070260
#            TS   parameter     Description
#        160537       00060     Discharge, cubic feet per second
#        241533       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160537_00060	160537_00060_cd	241533_00065	241533_00065_cd
USGS	03070260	2019-06-28 02:15	EDT	2550	A	12.90	A
USGS	03070260	2019-06-28 02:30	EDT	2520	A	12.88	A
USGS	03070260	2019-06-28 02:45	EDT	2520	A	12.88	A
USGS	03070260	2019-06-28 03:00	EDT	2510	A	12.87	A
USGS	03070260	2019-06-28 03:15	EDT	2520	A	12.88	A
USGS	03070260	2019-06-28 03:30	EDT	2490	A	12.86	A
USGS	03070260	2019-06-28 03:45	EDT	2480	A	12.85	A
USGS	03070260	2019-06-28 04:00	EDT	2450	A	12.83	A
USGS	03070260	2019-06-28 04:15	EDT	2480	A	12.85	A
USGS	03070260	2019-06-28 04:30	EDT	2430	A	12.81	A
USGS	03070260	2019-06-28 04:45	EDT	2470	A	12.84	A
USGS	03070260	2019-06-28 05:00	EDT	2420	A	12.80	A
USGS	03070260	2019-06-28 05:15	EDT	2420	A	12.80	A
USGS	03070260	2019-06-28 05:30	EDT	2390	A	12.78	A
USGS	03070260	2019-06-28 05:45	EDT	2380	A	12.77	A
USGS	03070260	2019-06-28 06:00	EDT	2380	A	12.77	A
USGS	03070260	2019-06-28 06:15	EDT	2390	A	12.78	A
USGS	03070260	2019-06-28 06:30	EDT	2380	A	12.77	A
USGS	03070260	2019-06-28 06:45	EDT	2380	A	12.77	A
USGS	03070260	2019-06-28 07:00	EDT	2360	A	12.76	A
USGS	03070260	2019-06-28 07:15	EDT	2340	A	12.74	A
USGS	03070260	2019-06-28 07:30	EDT	2350	A	12.75	A
USGS	03070260	2019-06-28 07:45	EDT	2350	A	12.75	A
USGS	03070260	2019-06-28 08:00	EDT	2310	A	12.72	A
USGS	03070260	2019-06-28 08:15	EDT	2270	A	12.69	A
USGS	03070260	2019-06-28 08:30	EDT	2270	A	12.69	A
USGS	03070260	2019-06-28 08:45	EDT	2290	A	12.70	A
USGS	03070260	2019-06-28 09:00	EDT	2270	A	12.69	A
USGS	03070260	2019-06-28 09:15	EDT	2270	A	12.69	A
USGS	03070260	2019-06-28 09:30	EDT	2290	A	12.70	A
USGS	03070260	2019-06-28 09:45	EDT	2210	A	12.64	A
USGS	03070260	2019-06-28 10:00	EDT	2240	A	12.66	A
USGS	03070260	2019-06-28 10:15	EDT	2210	A	12.64	A
USGS	03070260	2019-06-28 10:30	EDT	2220	A	12.65	A
USGS	03070260	2019-06-28 10:45	EDT	2210	A	12.64	A
USGS	03070260	2019-06-28 11:00	EDT	2200	A	12.63	A
USGS	03070260	2019-06-28 11:15	EDT	2200	A	12.63	A
USGS	03070260	2019-06-28 11:30	EDT	2180	A	12.61	A
USGS	03070260	2019-06-28 11:45	EDT	2180	A	12.61	A
USGS	03070260	2019-06-28 12:00	EDT	2150	A	12.59	A
USGS	03070260	2019-06-28 12:15	EDT	2140	A	12.58	A
USGS	03070260	2019-06-28 12:30	EDT	2150	A	12.59	A
USGS	03070260	2019-06-28 12:45	EDT	2150	A	12.59	A
USGS	03070260	2019-06-28 13:00	EDT	2130	A	12.57	A
USGS	03070260	2019-06-28 13:15	EDT	2130	A	12.57	A
USGS	03070260	2019-06-28 13:30	EDT	2100	A	12.55	A
USGS	03070260	2019-06-28 13:45	EDT	2090	A	12.54	A
USGS	03070260	2019-06-28 14:00	EDT	2100	A	12.55	A
USGS	03070260	2019-06-28 14:15	EDT	2090	A	12.54	A
USGS	03070260	2019-06-28 14:30	EDT	2080	A	12.53	A
USGS	03070260	2019-06-28 14:45	EDT	2070	A	12.52	A
USGS	03070260	2019-06-28 15:00	EDT	2070	A	12.52	A
USGS	03070260	2019-06-28 15:15	EDT	2070	A	12.52	A
USGS	03070260	2019-06-28 15:30	EDT	2010	A	12.47	A
USGS	03070260	2019-06-28 15:45	EDT	2010	A	12.47	A
USGS	03070260	2019-06-28 16:00	EDT	2020	A	12.48	A
USGS	03070260	2019-06-28 16:15	EDT	2000	A	12.46	A
USGS	03070260	2019-06-28 16:30	EDT	2010	A	12.47	A
USGS	03070260	2019-06-28 16:45	EDT	2030	A	12.49	A
USGS	03070260	2019-06-28 17:00	EDT	1980	A	12.45	A
USGS	03070260	2019-06-28 17:15	EDT	1980	A	12.45	A
USGS	03070260	2019-06-28 17:30	EDT	1950	A	12.42	A
USGS	03070260	2019-06-28 17:45	EDT	1960	A	12.43	A
USGS	03070260	2019-06-28 18:00	EDT	1970	A	12.44	A
USGS	03070260	2019-06-28 18:15	EDT	1940	A	12.41	A
USGS	03070260	2019-06-28 18:30	EDT	1950	A	12.42	A
USGS	03070260	2019-06-28 18:45	EDT	1930	A	12.40	A
USGS	03070260	2019-06-28 19:00	EDT	1900	A	12.38	A
USGS	03070260	2019-06-28 19:15	EDT	1910	A	12.39	A
USGS	03070260	2019-06-28 19:30	EDT	1910	A	12.39	A
USGS	03070260	2019-06-28 19:45	EDT	1880	A	12.36	A
USGS	03070260	2019-06-28 20:00	EDT	1840	A	12.32	A
USGS	03070260	2019-06-28 20:15	EDT	1870	A	12.35	A
USGS	03070260	2019-06-28 20:30	EDT	1870	A	12.35	A
USGS	03070260	2019-06-28 20:45	EDT	1870	A	12.35	A
USGS	03070260	2019-06-28 21:00	EDT	1860	A	12.34	A
USGS	03070260	2019-06-28 21:15	EDT	1860	A	12.34	A
USGS	03070260	2019-06-28 21:30	EDT	1860	A	12.34	A
USGS	03070260	2019-06-28 21:45	EDT	1820	A	12.31	A
USGS	03070260	2019-06-28 22:00	EDT	1820	A	12.31	A
USGS	03070260	2019-06-28 22:15	EDT	1820	A	12.31	A
USGS	03070260	2019-06-28 22:30	EDT	1800	A	12.29	A
USGS	03070260	2019-06-28 22:45	EDT	1810	A	12.30	A
USGS	03070260	2019-06-28 23:00	EDT	1800	A	12.29	A
USGS	03070260	2019-06-28 23:15	EDT	1800	A	12.29	A
USGS	03070260	2019-06-28 23:30	EDT	1800	A	12.29	A
USGS	03070260	2019-06-28 23:45	EDT	1790	A	12.28	A
USGS	03070260	2019-06-29 00:00	EDT	1780	A	12.27	A
USGS	03070260	2019-06-29 00:15	EDT	1770	A	12.26	A
USGS	03070260	2019-06-29 00:30	EDT	1790	A	12.28	A
USGS	03070260	2019-06-29 00:45	EDT	1760	A	12.25	A
USGS	03070260	2019-06-29 01:00	EDT	1780	A	12.27	A
USGS	03070260	2019-06-29 01:15	EDT	1740	A	12.23	A
USGS	03070260	2019-06-29 01:30	EDT	1750	A	12.24	A
USGS	03070260	2019-06-29 01:45	EDT	1750	A	12.24	A
USGS	03070260	2019-06-29 02:00	EDT	1730	A	12.22	A
USGS	03070260	2019-06-29 02:15	EDT	1720	A	12.21	A
USGS	03070260	2019-06-29 02:30	EDT	1740	A	12.23	A
USGS	03070260	2019-06-29 02:45	EDT	1710	A	12.20	A
USGS	03070260	2019-06-29 03:00	EDT	1720	A	12.21	A
USGS	03070260	2019-06-29 03:15	EDT	1710	A	12.20	A
USGS	03070260	2019-06-29 03:30	EDT	1720	A	12.21	A
USGS	03070260	2019-06-29 03:45	EDT	1710	A	12.20	A
USGS	03070260	2019-06-29 04:00	EDT	1690	A	12.19	A
USGS	03070260	2019-06-29 04:15	EDT	1690	A	12.19	A
USGS	03070260	2019-06-29 04:30	EDT	1670	A	12.17	A
USGS	03070260	2019-06-29 04:45	EDT	1660	A	12.16	A
USGS	03070260	2019-06-29 05:00	EDT	1680	A	12.18	A
USGS	03070260	2019-06-29 05:15	EDT	1650	A	12.15	A
USGS	03070260	2019-06-29 05:30	EDT	1640	A	12.14	A
USGS	03070260	2019-06-29 05:45	EDT	1630	A	12.13	A
USGS	03070260	2019-06-29 06:00	EDT	1650	A	12.15	A
USGS	03070260	2019-06-29 06:15	EDT	1650	A	12.15	A
USGS	03070260	2019-06-29 06:30	EDT	1620	A	12.12	A
USGS	03070260	2019-06-29 06:45	EDT	1640	A	12.14	A
USGS	03070260	2019-06-29 07:00	EDT	1610	A	12.11	A
USGS	03070260	2019-06-29 07:15	EDT	1600	A	12.10	A
USGS	03070260	2019-06-29 07:30	EDT	1620	A	12.12	A
USGS	03070260	2019-06-29 07:45	EDT	1620	A	12.12	A
USGS	03070260	2019-06-29 08:00	EDT	1590	A	12.09	A
USGS	03070260	2019-06-29 08:15	EDT	1610	A	12.11	A
USGS	03070260	2019-06-29 08:30	EDT	1580	A	12.08	A
USGS	03070260	2019-06-29 08:45	EDT	1600	A	12.10	A
USGS	03070260	2019-06-29 09:00	EDT	1550	A	12.05	A
USGS	03070260	2019-06-29 09:15	EDT	1570	A	12.07	A
USGS	03070260	2019-06-29 09:30	EDT	1590	A	12.09	A
USGS	03070260	2019-06-29 09:45	EDT	1600	A	12.10	A
USGS	03070260	2019-06-29 10:00	EDT	1580	A	12.08	A
USGS	03070260	2019-06-29 10:15	EDT	1550	A	12.05	A
USGS	03070260	2019-06-29 10:30	EDT	1560	A	12.06	A
USGS	03070260	2019-06-29 10:45	EDT	1550	A	12.05	A
USGS	03070260	2019-06-29 11:00	EDT	1560	A	12.06	A
USGS	03070260	2019-06-29 11:15	EDT	1520	A	12.02	A
USGS	03070260	2019-06-29 11:30	EDT	1520	A	12.02	A
USGS	03070260	2019-06-29 11:45	EDT	1530	A	12.03	A
USGS	03070260	2019-06-29 12:00	EDT	1530	A	12.03	A
USGS	03070260	2019-06-29 12:15	EDT	1530	A	12.03	A
USGS	03070260	2019-06-29 12:30	EDT	1520	A	12.02	A
USGS	03070260	2019-06-29 12:45	EDT	1540	A	12.04	A
USGS	03070260	2019-06-29 13:00	EDT	1500	A	12.00	A
USGS	03070260	2019-06-29 13:15	EDT	1540	A	12.04	A
USGS	03070260	2019-06-29 13:30	EDT	1500	A	12.00	A
USGS	03070260	2019-06-29 13:45	EDT	1480	A	11.98	A
USGS	03070260	2019-06-29 14:00	EDT	1500	A	12.00	A
USGS	03070260	2019-06-29 14:15	EDT	1500	A	12.00	A
USGS	03070260	2019-06-29 14:30	EDT	1480	A	11.98	A
USGS	03070260	2019-06-29 14:45	EDT	1480	A	11.98	A
USGS	03070260	2019-06-29 15:00	EDT	1470	A	11.97	A
USGS	03070260	2019-06-29 15:15	EDT	1500	A	12.00	A
USGS	03070260	2019-06-29 15:30	EDT	1460	A	11.96	A
USGS	03070260	2019-06-29 15:45	EDT	1450	A	11.95	A
USGS	03070260	2019-06-29 16:00	EDT	1450	A	11.95	A
USGS	03070260	2019-06-29 16:15	EDT	1460	A	11.96	A
USGS	03070260	2019-06-29 16:30	EDT	1440	A	11.94	A
USGS	03070260	2019-06-29 16:45	EDT	1460	A	11.96	A
USGS	03070260	2019-06-29 17:00	EDT	1450	A	11.95	A
USGS	03070260	2019-06-29 17:15	EDT	1440	A	11.94	A
USGS	03070260	2019-06-29 17:30	EDT	1450	A	11.95	A
USGS	03070260	2019-06-29 17:45	EDT	1430	A	11.93	A
USGS	03070260	2019-06-29 18:00	EDT	1390	A	11.89	A
USGS	03070260	2019-06-29 18:15	EDT	1410	A	11.91	A
USGS	03070260	2019-06-29 18:30	EDT	1410	A	11.91	A
USGS	03070260	2019-06-29 18:45	EDT	1400	A	11.90	A
USGS	03070260	2019-06-29 19:00	EDT	1400	A	11.90	A
USGS	03070260	2019-06-29 19:15	EDT	1400	A	11.90	A
USGS	03070260	2019-06-29 19:30	EDT	1370	A	11.87	A
USGS	03070260	2019-06-29 19:45	EDT	1380	A	11.88	A
USGS	03070260	2019-06-29 20:00	EDT	1390	A	11.89	A
USGS	03070260	2019-06-29 20:15	EDT	1370	A	11.87	A
USGS	03070260	2019-06-29 20:30	EDT	1360	A	11.86	A
USGS	03070260	2019-06-29 20:45	EDT	1380	A	11.88	A
USGS	03070260	2019-06-29 21:00	EDT	1360	A	11.86	A
USGS	03070260	2019-06-29 21:15	EDT	1350	A	11.84	A
USGS	03070260	2019-06-29 21:30	EDT	1360	A	11.85	A
USGS	03070260	2019-06-29 21:45	EDT	1350	A	11.84	A
USGS	03070260	2019-06-29 22:00	EDT	1360	A	11.85	A
USGS	03070260	2019-06-29 22:15	EDT	1340	A	11.83	A
USGS	03070260	2019-06-29 22:30	EDT	1350	A	11.84	A
USGS	03070260	2019-06-29 22:45	EDT	1330	A	11.82	A
USGS	03070260	2019-06-29 23:00	EDT	1350	A	11.84	A
USGS	03070260	2019-06-29 23:15	EDT	1460	A	11.96	A
USGS	03070260	2019-06-29 23:30	EDT	1440	A	11.94	A
USGS	03070260	2019-06-29 23:45	EDT	1480	A	11.98	A
USGS	03070260	2019-06-30 00:00	EDT	1560	A	12.06	A
USGS	03070260	2019-06-30 00:15	EDT	1610	A	12.11	A
USGS	03070260	2019-06-30 00:30	EDT	1670	A	12.17	A
USGS	03070260	2019-06-30 00:45	EDT	1680	A	12.18	A
USGS	03070260	2019-06-30 01:00	EDT	1760	A	12.25	A
USGS	03070260	2019-06-30 01:15	EDT	1930	A	12.40	A
USGS	03070260	2019-06-30 01:30	EDT	2050	A	12.51	A
USGS	03070260	2019-06-30 01:45	EDT	2190	A	12.62	A
USGS	03070260	2019-06-30 02:00	EDT	2360	A	12.76	A
USGS	03070260	2019-06-30 02:15	EDT	2530	A	12.89	A
USGS	03070260	2019-06-30 02:30	EDT	2830	A	13.10	A
USGS	03070260	2019-06-30 02:45	EDT	3130	A	13.31	A
USGS	03070260	2019-06-30 03:00	EDT	3430	A	13.50	A
USGS	03070260	2019-06-30 03:15	EDT	3600	A	13.61	A
USGS	03070260	2019-06-30 03:30	EDT	3700	A	13.68	A
USGS	03070260	2019-06-30 03:45	EDT	3720	A	13.69	A
USGS	03070260	2019-06-30 04:00	EDT	3640	A	13.64	A
USGS	03070260	2019-06-30 04:15	EDT	3520	A	13.56	A
USGS	03070260	2019-06-30 04:30	EDT	3410	A	13.49	A
USGS	03070260	2019-06-30 04:45	EDT	3490	A	13.54	A
USGS	03070260	2019-06-30 05:00	EDT	4080	A	13.92	A
USGS	03070260	2019-06-30 05:15	EDT	5310	A	14.63	A
USGS	03070260	2019-06-30 05:30	EDT	6250	A	15.11	A
USGS	03070260	2019-06-30 05:45	EDT	6770	A	15.36	A
USGS	03070260	2019-06-30 06:00	EDT	6960	A	15.45	A
USGS	03070260	2019-06-30 06:15	EDT	7110	A	15.52	A
USGS	03070260	2019-06-30 06:30	EDT	7510	A	15.70	A
USGS	03070260	2019-06-30 06:45	EDT	7990	A	15.91	A
USGS	03070260	2019-06-30 07:00	EDT	8580	A	16.16	A
USGS	03070260	2019-06-30 07:15	EDT	8970	A	16.32	A
USGS	03070260	2019-06-30 07:30	EDT	9120	A	16.38	A
USGS	03070260	2019-06-30 07:45	EDT	9220	A	16.42	A
USGS	03070260	2019-06-30 08:00	EDT	9120	A	16.38	A
USGS	03070260	2019-06-30 08:15	EDT	9050	A	16.35	A
USGS	03070260	2019-06-30 08:30	EDT	8850	A	16.27	A
USGS	03070260	2019-06-30 08:45	EDT	8630	A	16.18	A
USGS	03070260	2019-06-30 09:00	EDT	8440	A	16.10	A
USGS	03070260	2019-06-30 09:15	EDT	8200	A	16.00	A
USGS	03070260	2019-06-30 09:30	EDT	8040	A	15.93	A
USGS	03070260	2019-06-30 09:45	EDT	7870	A	15.86	A
USGS	03070260	2019-06-30 10:00	EDT	7620	A	15.75	A
USGS	03070260	2019-06-30 10:15	EDT	7470	A	15.68	A
USGS	03070260	2019-06-30 10:30	EDT	7290	A	15.60	A
USGS	03070260	2019-06-30 10:45	EDT	7090	A	15.51	A
USGS	03070260	2019-06-30 11:00	EDT	7030	A	15.48	A
USGS	03070260	2019-06-30 11:15	EDT	7200	A	15.56	A
USGS	03070260	2019-06-30 11:30	EDT	10400	A	16.88	A
USGS	03070260	2019-06-30 11:45	EDT	18200	A	19.36	A
USGS	03070260	2019-06-30 12:00	EDT	24000	A	20.83	A
USGS	03070260	2019-06-30 12:15	EDT	28500	A	21.84	A
USGS	03070260	2019-06-30 12:30	EDT	31600	A	22.50	A
USGS	03070260	2019-06-30 12:45	EDT	33800	A	22.93	A
USGS	03070260	2019-06-30 13:00	EDT	34500	A	23.07	A
USGS	03070260	2019-06-30 13:15	EDT	36900	A	23.53	A
USGS	03070260	2019-06-30 13:30	EDT	38700	A	23.87	A
USGS	03070260	2019-06-30 13:45	EDT	39900	A	24.08	A
USGS	03070260	2019-06-30 14:00	EDT	40800	A	24.25	A
USGS	03070260	2019-06-30 14:15	EDT	41400	A	24.35	A
USGS	03070260	2019-06-30 14:30	EDT	42100	A	24.48	A
USGS	03070260	2019-06-30 14:45	EDT	42800	A	24.59	A
USGS	03070260	2019-06-30 15:00	EDT	43100	A	24.64	A
USGS	03070260	2019-06-30 15:15	EDT	43100	A	24.64	A
USGS	03070260	2019-06-30 15:30	EDT	43500	A	24.72	A
USGS	03070260	2019-06-30 15:45	EDT	43300	A	24.68	A
USGS	03070260	2019-06-30 16:00	EDT	43500	A	24.72	A
USGS	03070260	2019-06-30 16:15	EDT	43300	A	24.68	A
USGS	03070260	2019-06-30 16:30	EDT	42500	A	24.55	A
USGS	03070260	2019-06-30 16:45	EDT	41800	A	24.43	A
USGS	03070260	2019-06-30 17:00	EDT	41300	A	24.34	A
USGS	03070260	2019-06-30 17:15	EDT	40300	A	24.16	A
USGS	03070260	2019-06-30 17:30	EDT	38100	A	23.76	A
USGS	03070260	2019-06-30 17:45	EDT	35700	A	23.30	A
USGS	03070260	2019-06-30 18:00	EDT	35500	A	23.27	A
USGS	03070260	2019-06-30 18:15	EDT	34300	A	23.03	A
USGS	03070260	2019-06-30 18:30	EDT	32900	A	22.76	A
USGS	03070260	2019-06-30 18:45	EDT	31400	A	22.46	A
USGS	03070260	2019-06-30 19:00	EDT	30300	A	22.23	A
USGS	03070260	2019-06-30 19:15	EDT	28800	A	21.90	A
USGS	03070260	2019-06-30 19:30	EDT	27800	A	21.70	A
USGS	03070260	2019-06-30 19:45	EDT	26900	A	21.49	A
USGS	03070260	2019-06-30 20:00	EDT	26200	A	21.33	A
USGS	03070260	2019-06-30 20:15	EDT	25100	A	21.09	A
USGS	03070260	2019-06-30 20:30	EDT	24500	A	20.94	A
USGS	03070260	2019-06-30 20:45	EDT	23900	A	20.81	A
USGS	03070260	2019-06-30 21:00	EDT	23200	A	20.64	A
USGS	03070260	2019-06-30 21:15	EDT	22800	A	20.55	A
USGS	03070260	2019-06-30 21:30	EDT	22100	A	20.37	A
USGS	03070260	2019-06-30 21:45	EDT	21600	A	20.25	A
USGS	03070260	2019-06-30 22:00	EDT	21200	A	20.15	A
USGS	03070260	2019-06-30 22:15	EDT	21000	A	20.10	A
USGS	03070260	2019-06-30 22:30	EDT	20700	A	20.00	A
USGS	03070260	2019-06-30 22:45	EDT	20200	A	19.89	A
